conv_id,n_utterances,n_tokens,topics,type,speaker1_id,speaker1_age_cat,speaker1_gender,speaker1_educ,speaker2_id,speaker2_age_cat,speaker2_gender,speaker2_educ
SGN8,1427,15199,"['study', ""tomorrow's plans"", 'cooking', 'smoking', 'selling cds', 'the internet', 'cataloguing', 'children', 'beer and cigarettes', ""master's degrees"", 'linguistics', 'visiting home', 'family', 'basque', 'jobs', 'south korea', 'grammar', 'budgets', 'pheromones']","['discussing', 'explaining', 'inquiring', 'advising', 'anecdote telling', 'making arrangements']",S0192,19_29,M,4_graduate,S0198,19_29,F,4_graduate
SGSY,479,10878,"['social networking', 'social relationships', 'communication strategies,learning materials and development of moving images case studies for educational purposes. ']","['discussing', 'explaining', 'inquiring', 'advising', 'requesting', 'anecdote telling']",S0261,40_49,M,4_graduate,S0262,40_49,F,5_postgrad
SGV4,439,4473,"['discussing films', 'australia', 'teaching/marking', 'sleep', 'learning a language', 'private students', 'gym/strength. ']","['discussing', 'explaining']",S0618,40_49,F,4_graduate,S0619,19_29,F,5_postgrad
SGY6,732,5020,"['cooking techniques', 'cooking', 'types of food', 'friends and family.']","['discussing', 'explaining', 'complaining', 'advising']",S0320,30_39,F,3_sixthform,S0321,30_39,F,5_postgrad
SGYW,999,8579,"['tv', 'internet', 'different cultures', 'teaching', 'language learning']","['discussing', 'explaining', 'inquiring', 'complaining', 'requesting', 'inviting', 'anecdote telling', 'making arrangements', 'telling jokes ']",S0070,40_49,M,5_postgrad,S0180,30_39,M,5_postgrad
SH2A,867,8337,"['having a cold', 'lloyd grossman', 'food poisoning', 'vaccination', 'health', 'hospitals', 'tv', 'cameras', 'body language recognition.']",['discussing'],S0037,19_29,F,5_postgrad,S0115,30_39,M,5_postgrad
SH63,640,5054,"['life', 'family', 'work']","['discussing', 'explaining', 'inquiring', 'complaining', 'advising']",S0482,30_39,M,5_postgrad,S0483,30_39,F,5_postgrad
SH79,467,5419,"['traffic', 'future plans']","['discussing', 'making arrangements']",S0058,19_29,F,4_graduate,S0179,19_29,M,5_postgrad
SH9T,208,2404,"['school', 'the school orchestra (wind-band)', 'our english test', 'english lessons', 'art lessons', 'french lessons', 'people at school']","['discussing', 'explaining', 'inquiring', 'complaining', 'announcing', 'anecdote telling', 'making arrangements']",S0324,11_18,F,2_secondary,S0325,11_18,F,2_secondary
SHBY,204,2077,"['where to put belongings', 'holidays', 'routines/ chores', 'cinema', 'returning product', 'oldham', 'camera battery', 'card reader', 'shops', 'directions', 'weather', 'illnesses', 'university. ']","['discussing', 'explaining']",S0421,11_18,F,3_sixthform,S0423,50_59,M,2_secondary
SHDM,821,8143,"['holiday in naples', 'boyfriend problems', 'relationships', 'friends', 'bbc good food show', 'christmas presents', 'housing.  ']","['discussing', 'explaining', 'inquiring', 'complaining', 'announcing', 'anecdote telling', 'making arrangements']",S0439,19_29,F,4_graduate,S0441,19_29,F,5_postgrad
SHHG,963,10473,"['food', 'friends', 'catch-up', 'ex-boyfriends', 'family', 'work', 'health', 'future plans']","['discussing', 'explaining', 'inquiring', 'complaining', 'announcing', 'anecdote telling', 'making arrangements']",S0439,19_29,F,4_graduate,S0444,19_29,F,4_graduate
SHHX,1116,11008,"['orchids', 'birthday cakes', 'school dinners', 'other stuff about our senior school', 'shopping in east kent', 'shopping in cambridge', 'cambridge university', 'plans for the afternoon']","['discussing', 'explaining', 'inquiring', 'advising', 'anecdote telling', 'making arrangements']",S0679,50_59,F,5_postgrad,S0680,60_69,F,4_graduate
SHJH,372,3022,['sea.'],"['discussing', 'explaining', 'anecdote telling']",S0024,30_39,F,5_postgrad,S0144,30_39,M,5_postgrad
SHJJ,756,7662,"['language teaching/work', 'layout of the park', 'lime trees', 'chinese guests', 'pandas', 'bears in china', 'landscape and wildlife in china', 'boy catches a pigeon', 'tibet', 'china', 'tourism in paris', 'west ham united', 'devon', 'travelling in rural areas', 'driving in rural areas', 'getting to the isle of white', 'salt in food', 'a colleague', 'phd supervision', 'coconut cake and coffee', 'chuggers', 'coffee', 'trinkets', 'mobiles', 'wechat', 'chinese birthdays', 'chinese friends', 'teaching english in china', 'teaching tefl', 'death penalty in china', 'drugs']","['discussing', 'explaining', 'inquiring', 'announcing', 'anecdote telling']",S0070,40_49,M,5_postgrad,S0180,30_39,M,5_postgrad
SHK7,307,2788,"['spiders', 'mice', 'birds']","['discussing', 'anecdote telling']",S0255,40_49,F,4_graduate,S0259,40_49,F,3_sixthform
SHP3,301,3167,"['eating out', 'vouchers', 'cooking rice and curry', 'facial deformities', 'jelly fish', 'meat going off', 'food content e.g. salt', 'fats', 'jalapenos']","['discussing', 'explaining', 'advising']",S0416,11_18,M,9_unknown,S0417,40_49,F,9_unknown
SHSD,365,4616,"['age and experience', 'religion', 'movies', 'batman', 'tv shows', 'trains']","['discussing', 'explaining', 'complaining']",S0402,11_18,M,3_sixthform,S0405,11_18,M,3_sixthform
SHSL,589,9609,"['flatmates', 'family', 'local areas', 'work', 'pubs', 'injuries and health', 'films', 'plans for the evening']","['discussing', 'explaining', 'inquiring', 'complaining', 'apologizing']",S0018,30_39,F,5_postgrad,S0073,30_39,M,5_postgrad
SHT2,253,3180,"['internet shopping', 'ebay and amazon']","['discussing', 'explaining', 'inquiring']",S0251,50_59,F,5_postgrad,S0252,11_18,M,3_sixthform
SHXF,325,6173,"['weather and seasons', 'work', 'books', 'education', 'cities', 'language learning', 'coaching techniques']","['discussing', 'explaining', 'inquiring', 'complaining', 'advising', ' anecdote telling']",S0018,30_39,F,5_postgrad,S0138,50_59,M,3_sixthform
SHXX,506,7792,"['recent transactions', 'sport', 'experiences', 'celebrities', 'work', 'other family members']","['discussing', 'explaining ']",S0187,19_29,M,4_graduate,S0386,Unknown,M,3_sixthform
SJ5D,353,3376,"['work', 'shopping']","['discussing', 'explaining', 'making arrangements']",S0024,30_39,F,5_postgrad,S0144,30_39,M,5_postgrad
SJ6L,227,8558,['my colleague’s previous profession in recruitment; evaluation of academic literacy in a university lecturer’s course. '],"['discussing', 'explaining', 'inquiring', 'complaining', 'anecdote telling']",S0262,40_49,F,5_postgrad,S0297,19_29,M,5_postgrad
SJ88,832,8834,"['excellent tv programmes', 'horrible documentaries', 'animal harm', 'organic farming', 'politics', 'books', 'instruments', 'food', 'recording', 'jobs', 'travelling', 'spice', 'friends', 'you tube videos', 'brighton & hove ']","['discussing', 'explaining', 'inquiring', 'complaining', 'anecdote telling ']",S0192,19_29,M,4_graduate,S0228,19_29,M,3_sixthform
SJ8J,491,3830,"['healthy food and drink', 'acupuncture', 'work']","['discussing', 'explaining', 'anecdote telling']",S0024,30_39,F,5_postgrad,S0144,30_39,M,5_postgrad
SJAW,184,2536,['travel and domestic arrangements'],"['discussing', 'explaining', 'inquiring', 'announcing']",S0264,60_69,M,5_postgrad,S0265,50_59,M,4_graduate
SJDK,473,4184,"['work', 'boating', 'building', 'model engineering', 'family matters.']","['discussing', 'explaining', 'inquiring anecdote telling']",S0486,60_69,F,4_graduate,S0527,40_49,M,2_secondary
SJE3,1102,11875,"['holidays', 'new job', 'easter cakes', 'family', 'christening']","['discussing', 'explaining', 'inquiring', 'complaining', 'announcing', 'making arrangements']",S0525,40_49,F,4_graduate,S0615,19_29,F,4_graduate
SJJK,412,9851,"['the newly-opened bistro', 'addiction', 'identity', 'dreams', 'fitness', 'friendships', 'shops', 'periods. ']",['discussing'],S0618,40_49,F,4_graduate,S0619,19_29,F,5_postgrad
SJLP,304,3055,"['sickness', 'travelling', 'hotels', 'cooking']","['discussing', 'explaining', 'inquiring', 'complaining', 'advising']",S0189,19_29,M,3_sixthform,S0192,19_29,M,4_graduate
SJLT,1901,16410,[],"['discussing', 'explaining', 'inquiring', 'complaining', 'advising', 'anecdote telling', 'making arrangements ']",S0041,19_29,F,4_graduate,S0084,19_29,F,5_postgrad
SJN6,583,3494,"['marking exam scripts', 'student performance', 'question formats', 'teaching research methods', 'looking for a job', 'finishing the thesis']","['discussing', 'explaining', 'inquiring', 'complaining', 'advising', 'requesting', 'announcing', 'anecdote telling', 'making arrangements']",S0425,19_29,M,5_postgrad,S0426,60_69,M,5_postgrad
SJTE,203,2174,['regulations making sales difficult); buying and selling property; house prices in this'],['discussing'],S0024,30_39,F,5_postgrad,S0144,30_39,M,5_postgrad
SJTT,629,9436,"['weather', 'work', 'sport', 'education', 'family', 'living abroad', 'travel', 'music']","['discussing', 'explaining', 'inquiring']",S0018,30_39,F,5_postgrad,S0033,19_29,M,3_sixthform
SJU2,142,2761,"['mental health', 'nature vs nurture']","['discussing', 'explaining']",S0453,30_39,M,4_graduate,S0454,30_39,F,4_graduate
SJV7,1250,10845,"['questioning what do isis stand for', 'politics', 'the paris attacks', 'university stresses', 'the mental health stigma', 'films', 'university societies', '']","['discussing', 'inquiring', 'complaining', 'advising']",S0529,19_29,F,3_sixthform,S0530,19_29,F,3_sixthform
SJWU,513,5586,"['life', 'family', 'work']","['discussing', 'explaining', 'inquiring', 'complaining', 'advising']",S0482,30_39,M,5_postgrad,S0483,30_39,F,5_postgrad
SJXU,481,6836,"['films', 'piracy', 'tv shows']","['discussing', 'explaining', 'anecdote telling']",S0037,19_29,F,5_postgrad,S0115,30_39,M,5_postgrad
SK39,572,6013,"['travel in asia', 'fashion', 'tv', 'photography', 'babies', 'cars', ""friends' relationships"", 'soap operas']","['discussing', 'explaining', 'inquiring', ' anecdote telling']",S0180,30_39,M,5_postgrad,S0183,30_39,F,5_postgrad
SK3B,1795,19277,"['relationships', 'tv', 'monarchy']","['discussing', 'explaining', 'inquiring', 'complaining', 'advising', 'anecdote telling', 'making arrangements ']",S0041,19_29,F,4_graduate,S0084,19_29,F,5_postgrad
SK7X,236,2856,"['cooking', 'kids', 'walmart', 'oil']","['discussing', 'explaining']",S0024,30_39,F,5_postgrad,S0144,30_39,M,5_postgrad
SKDX,2224,28448,['family trees (family ancestors and family history); my mother’s death and details about her disease; our careers to date.'],"['discussing', 'explaining', 'inquiring', 'advising', 'inviting', 'anecdote telling']",S0262,40_49,F,5_postgrad,S0299,60_69,F,2_secondary
SKGU,617,8403,"['redundancy', 'work', 'future weekend plans', 'gymming', 'grandad', 'eating habits', 'house extension', 'shopping.']","['discussing', 'explaining', 'inquiring', 'complaining', 'advising', 'annoucing', 'ancedote telling', 'making arrangements']",S0439,19_29,F,4_graduate,S0440,50_59,F,2_secondary
SKJ4,292,2373,"['house', 'babies', 'shopping']","['discussing', 'explaining']",S0024,30_39,F,5_postgrad,S0144,30_39,M,5_postgrad
SKJ6,1323,13238,"['museums', 'parking', 'work', 'shopping', 'weddings', 'moving house', 'christmas and presents', 'interview for a masters', 'money', 'future plans', 'pets']","['discussing', 'explaining', 'inquiring', 'anecdote telling', 'making arrangements']",S0253,19_29,M,4_graduate,S0254,19_29,F,4_graduate
SKJQ,478,4861,"['mobile technology', 'fishing', 'moving houses', 'hiring a van', 'great dorset steam fair', 'meeting up family', 'computer games', 'antiques', 'lottery.']","['discussing', 'explaining', 'inquiring', 'complaining', 'making arrangements']",S0198,19_29,F,4_graduate,S0229,60_69,M,2_secondary
SKKU,244,3021,['work and living situation. legal problems with renting. '],"['discussing', 'explaining', 'inquiring', 'complaining', 'advising', 'requesting', 'announcing', 'anecdote telling', 'making arrangements']",S0439,19_29,F,4_graduate,S0441,19_29,F,5_postgrad
SKL5,1313,13468,"['weening the baby', 'friends and family plans for the forthcoming week', 'sign language classes.']","['discussing', 'explaining', 'inquiring', 'announcing', 'making arrangements']",S0525,40_49,F,4_graduate,S0615,19_29,F,4_graduate
SKNF,538,5586,"['buses', ""day's activities"", 'pension', 'sleep']","['discussing', 'explaining', 'inquiring', '']",S0015,60_69,F,5_postgrad,S0281,60_69,M,4_graduate
SKPB,966,10309,"['beauty', 'hair', 'nails', 'friends', 'shopping']","['discussing', 'explaining', 'inquiring', 'advising']",S0320,30_39,F,3_sixthform,S0323,30_39,F,3_sixthform
SKPP,991,15792,"['internet followers', 'people leaving', 'along', 'talking about other friends']","['discussing', 'explaining']",S0202,19_29,F,3_sixthform,S0208,19_29,F,3_sixthform
SKPX,337,3507,"['football', 'sports sponsorship', 'football strip designs', 'mcdonalds.']",['discussing'],S0037,19_29,F,5_postgrad,S0115,30_39,M,5_postgrad
SKRZ,712,10302,"['cities', 'holidays', 'friends', 'family', 'films', 'tv', 'cars', 'adverts', 'music', 'food']","['discussing', 'explaining', 'inquiring', 'anecdote telling', 'making arrangements']",S0058,19_29,F,4_graduate,S0179,19_29,M,5_postgrad
SKXA,1304,14216,"['glasses vs. contacts', 'travel & directions', 'partying', 'beauty', 'the bellend church', 'weather & asthma', 'tv & films', 'gender & equality', 'work ethic', 'driving & road furniture', 'cooking.']",['discussing'],S0618,40_49,F,4_graduate,S0619,19_29,F,5_postgrad
SKYV,337,3426,"['holidays', 'making plans', 'vehicles', 'academic subjects', 'parking']","['discussing', 'explaining', 'inquiring', 'making arrangements']",S0058,19_29,F,4_graduate,S0179,19_29,M,5_postgrad
SL3R,877,6320,"['gcse options', 'jobs', 'bogs and bloggers', 'youtube and you tubers', 'famous people', 'clarinet', 'school and perfect duty', 'pe']","['discussing', 'explaining', 'inquiring', 'complaining', 'advising', 'announcing', 'anecdote telling']",S0324,11_18,F,2_secondary,S0325,11_18,F,2_secondary
SL46,120,1548,"['blogs', 'publishing companies', 'books on amazon', 'travel plans. ']","['discussing', 'inquiring', 'making arrangements']",S0261,40_49,M,4_graduate,S0262,40_49,F,5_postgrad
SL76,1011,11387,"['parks', 'travelling', 'friends', 'unpaid internships', 'unemployment', 'renewable energy', 'careers services', 'work', 'animal rights', 'yorkshire', 'giving directions']","['discussing', 'explaining', 'inquiring', 'anecdote telling', 'telling jokes']",S0058,19_29,F,4_graduate,S0179,19_29,M,5_postgrad
SL9D,119,858,"['films', 'a friend’s job', 'cyclists']",['discussing'],S0058,19_29,F,4_graduate,S0179,19_29,M,5_postgrad
SLBS,1681,14311,"['music', 'food', 'work']","['discussing', 'explaining']",S0024,30_39,F,5_postgrad,S0144,30_39,M,5_postgrad
SLDB,970,18017,"['friendships', 'exercise', 'work ']","['discussing', 'explaining', 'inquiring', 'complaining', 'advising', 'anecdote telling', 'making arrangements ']",S0041,19_29,F,4_graduate,S0086,19_29,M,2_secondary
SLDD,828,8125,"['holiday', 'barcelona', 'paris', 'future plans', 'the weekend', 'tv shows', 'food', 'family', 'boyfriends', '']","['discussing', 'explaining', 'inquiring', 'complaining', 'inviting', 'announcing', 'anecdote telling', 'making arrangement']",S0439,19_29,F,4_graduate,S0441,19_29,F,5_postgrad
SLH6,1168,10314,"['politics (racisim)', 'what we have ordered', 'work politics', 'housing', 'capitalism']","['discussing', 'explaining', 'inquiring', 'making arrangements']",S0624,19_29,F,5_postgrad,S0628,19_29,F,4_graduate
SLJ5,833,9421,"['discussing the past day', 'wicken fen nature reserve', 'online banking', 'savings and interest', 'housing and issues', 'issues about dave’s front door and door keys', 'mapping genotypes', 'planning the next day', 'christmas cards', 'choosing and delivering a christmas present to friend', 'issues with my mobility rollator', 'changing battery in electric candle', 'christmas lists']","['discussing', 'explaining', 'inquiring', 'requesting', 'making arrangements']",S0679,50_59,F,5_postgrad,S0681,60_69,M,5_postgrad
SLLC,431,5209,"['family', 'cars', 'family friends', 'weddings', 'housing situations', 'boyfriend problems.']","['discussing', 'explaining', 'inquiring', 'complaining', 'advising', 'ancedote telling', 'making arrangements']",S0439,19_29,F,4_graduate,S0440,50_59,F,2_secondary
SLMB,722,10988,"['visit to china', 'people canoeing on the river exe', 'politics in china', 'and population concerns in england', 'losing our national identity.']","['discussing', 'explaining', 'inquiring', 'complaining', 'advising', 'anecdote telling']",S0486,60_69,F,4_graduate,S0523,60_69,M,5_postgrad
SLMK,254,1833,['no info'],['discussing'],S0012,70_79,M,2_secondary,S0013,60_69,F,3_sixthform
SLNV,494,6384,"['discussing students', 'politics', 'student loans', 'pensions', 'mot', 'working abroad', 'netflix', 'consent', 'agreeing where to drive.']","['discussing', 'explaining', 'making arrangements']",S0618,40_49,F,4_graduate,S0619,19_29,F,5_postgrad
SLRY,466,5403,"['cambridge', 'stamps', 'science', 'maths', 'tests', 'art', 'ed sheeran', 'plants', 'names', 'gardening', 'christmas', 'uniform', 'school subjects']","['discussing', 'explaining', 'inquiring', 'complaining', 'requesting', 'announcing', 'anecdote telling', 'making arrangements']",S0324,11_18,F,2_secondary,S0325,11_18,F,2_secondary
SLTU,884,12052,"['jobs', 'education']","['discussing', 'explaining', 'inquiring', 'complaining', 'anecdote telling']",S0058,19_29,F,4_graduate,S0179,19_29,M,5_postgrad
SLX6,1151,11213,"['people', 'reflecting on the day', 'music', 'out of the window', 'retail', 'driving', 'places', 'events', 'language', 'electronic appliances', 'physics', '']","['discussing', 'explaining', 'inquiring', 'complaining', 'advising', 'announcing', 'anecdote telling', 'making arrangements', 'telling jokes']",S0392,11_18,M,2_secondary,S0480,60_69,M,4_graduate
SM6B,1755,17817,"['food', 'gyms', 'work', 'cars', 'friends', 'graduate jobs', 'literature', 'drugs', 'tv and film', 'gender discrimination', 'babies']","['discussing', 'explaining', 'inquiring', 'complaining', 'anecdote telling', 'making arrangements', 'telling jokes']",S0058,19_29,F,4_graduate,S0179,19_29,M,5_postgrad
SMBC,320,2814,"['recipes', 'cooking', 'diet', 'food preparation and consumption', 'work', 'life expectations', 'sobriety', 'addictions', 'chewing gum!', 'herbs']","['discussing', 'explaining', 'inquiring', 'complaining', 'advising', 'anecdote telling']",S0540,30_39,F,5_postgrad,S0541,40_49,F,4_graduate
SMCW,1017,10052,"['food', 'personal relationships', 'life story anecdotes']","['discussing', 'explaining', 'inquiring', 'advising', 'anecdote telling']",S0281,60_69,M,4_graduate,S0307,30_39,F,5_postgrad
SMEB,1663,17387,"['breakfast', 'a visit to new york', 'flying lessons', ""plans for the day (anon is staying overnight in anon's home)"", 'social media', 'living in japan (where they met)', 'refuse collection', 'letter writing']","['discussing', 'anecdote telling', 'making arrangements']",S0238,50_59,F,5_postgrad,S0239,30_39,F,5_postgrad
SMF3,971,8093,['no info'],"['discussing', 'explaining ']",S0012,70_79,M,2_secondary,S0013,60_69,F,3_sixthform
SMGY,1252,17770,"['theatre', 'music', 'books', 'technology', 'radio', 'education', 'friends', 'film and tv', 'family', 'pets and household', 'politics']","['discussing', 'inquiring', 'complaining']",S0435,11_18,F,2_secondary,S0436,19_29,F,4_graduate
SMHY,265,3354,"['snow', 'gardening', 'come dine with me', 'stag and hen parties', 'holiday plans']","['discussing', 'making arrangements']",S0037,19_29,F,5_postgrad,S0115,30_39,M,5_postgrad
SMK7,653,7272,"['slimming world healthy extra options', 'free food and ‘syns’ in various foods', 'tea', 'the cooking', '0 calorie syrup', 'artificial flavour', 'making plans for ‘treat day’ saturday', 'siri', 'calendars', 'cauliflower cheese with a roast', 'weight loss', 'unreliable scales', 'exercise', 'supermarkets feeling best quorn range', 'veg box deliveries', 'saving money', 'tax', 'work', 'targets', 'spice mix', 'double peas in the freezer', 'frylight', 'mint.']","['discussing', 'explaining', 'complaining', 'advising', 'anecdote telling', 'making arrangements']",S0631,19_29,F,4_graduate,S0632,19_29,F,5_postgrad
SMM7,753,7027,"['internet companies', 'food/ water', 'holidays', 'computers/ updates', 'internet', 'accommodation', 'neighbours', 'slippers', 'bungalow', 'dvds', '']","['dicsussing', 'explaining', 'anecdote telling', 'making arrangements']",S0421,11_18,F,3_sixthform,S0423,50_59,M,2_secondary
SMMK,395,4622,"['making arrangements', 'football', 'cars', 'tennis', 'the angel of the north', 'flats', 'parking']","['discussing', 'explaining', 'anecdote telling', 'making arrangements']",S0058,19_29,F,4_graduate,S0179,19_29,M,5_postgrad
SMNC,924,8043,"['weather', 'plans', 'work']","['discussing', 'making arrangements']",S0024,30_39,F,5_postgrad,S0144,30_39,M,5_postgrad
SMPU,906,7157,"['looking at light fittings on ebay', 'looking at houses on rightmove.']","['discussing', 'making arrangements']",S0588,40_49,F,4_graduate,S0589,40_49,M,4_graduate
SMRU,358,4287,"['rugby payers', 'rugby world cup', 'wales rugby', 'football partnership']","['discussing', 'explaining', 'inquiring', 'complaining', 'advising', 'announcing', 'anecdote telling']",S0426,60_69,M,5_postgrad,S0427,60_69,M,5_postgrad
SMSF,488,4963,"['food', 'babies', 'job interviews']","['discussing', 'explaining', 'inquiring', 'complaining', 'advising', 'anecdote telling', 'apologizing']",S0018,30_39,F,5_postgrad,S0170,30_39,F,4_graduate
SMSW,535,7442,"['friendship', 'paedophiles', 'guitars', 'bands', 'hobbies']","['discussing', 'explaining', 'complaining', 'advising']",S0202,19_29,F,3_sixthform,S0203,19_29,M,3_sixthform
SMY5,184,2195,"['work', 'family', 'friends', 'social. food']","['discussing', 'explaining', 'inquiring', 'complaining', 'anecdote telling']",S0439,19_29,F,4_graduate,S0440,50_59,F,2_secondary
SMYJ,662,9849,"['cambridge', 'houses', 'plans for the future', 'thesis', 'university', 'oxford', 'family', 'living arrangements']","['discussing', 'explaining', 'inquiring', 'advising', 'announcing']",S0326,19_29,M,4_graduate,S0329,50_59,F,4_graduate
SN22,1954,13230,"['justice system', 'work', 'climate', 'money', 'transport', 'travel', 'family', 'education']","['discussing', 'explaining', 'inquiring']",S0018,30_39,F,5_postgrad,S0074,60_69,F,2_secondary
SN26,257,3240,"['twitter', 'social media', 'work']","['discussing', 'explaining', 'inquiring', 'anecdote telling']",S0364,30_39,M,5_postgrad,S0420,30_39,M,5_postgrad
SN27,237,3020,"['peanuts', 'computer games', 'theme parks', 'films', 'border security']","['discussing', 'explaining']",S0037,19_29,F,5_postgrad,S0115,30_39,M,5_postgrad
SN4N,2267,22572,"['old age', 'climate change', 'cross country', 'local community', 'education', 'skills show', 'school show', 'school']","['discussing', 'explaining', 'inquiring', 'anecdote telling']",S0517,40_49,F,4_graduate,S0558,50_59,F,3_sixthform
SN59,407,5316,"['sources of funds to convert churches', 'history of a charitable building', 'fundraising tips']","['discussing', 'explaining', 'inquiring', 'advising', 'anecdote telling']",S0282,50_59,F,5_postgrad,S0289,60_69,F,5_postgrad
SN7D,490,4442,['buying a house'],"['discussing', 'explaining', 'inquiring', 'anecdote telling', 'buying/selling']",S0010,30_39,M,3_sixthform,S0076,19_29,F,4_graduate
SN7W,1707,14429,"['northern cyprus in the 60s and 70s', 'going to cultural events such as going to the opera', 'going skiing in turkey', ""jennifer's career as a deputy head teacher"", 'a comparison of education', 'secondary modern schools and grammar schools in the uk in the 80s and 90s', ""what it's like teaching in higher education today""]","['discussing', 'explaining', 'inquiring', 'complaining', 'advising', 'anecdote telling']",S0262,40_49,F,5_postgrad,S0354,70_79,F,5_postgrad
SN97,399,5537,['bulbs. gardening. gardening accidents. cutting logs. it connections. parents. gas bills'],"['discussing', 'explaining', 'inquiring', 'complaining', 'anecdote telling']",S0282,50_59,F,5_postgrad,S0283,40_49,M,5_postgrad
SNA4,3005,24094,"['collapse of bhs', 'lunch', 'anon’s daughter’s plans', 'gardening', 'flowers', 'supermarkets', 'food preferences', 'credit cards', 'china', 'french', 'covent school anecdotes', 'music', 'anon’s brother', 'christmas', 'gardening', 'anon’s wife', 'past homes', 'cambridgeshire', 'wwii', 'religion', 'trains', 'boxing', 'mice']","['discussing', 'explaining', 'anecdote telling']",S0454,30_39,F,4_graduate,S0579,90_99,M,2_secondary
SNAS,435,7148,"['drugs ', 'food', 'sex', 'internet', 'friends.']","['discussing', 'explaining', 'inquiring', 'complaining', 'advising', 'anecdote telling', 'telling jokes']",S0487,19_29,F,9_unknown,S0488,19_29,F,3_sixthform
SNCG,1390,12672,"['party', 'buying/building/renting a home', 'racism', 'relationships', 'not drinking', 'the stay in białka tatrzańska', 'sleep patterns', 'friendship issues', 'health.']","['discussing', 'explaining']",S0618,40_49,F,4_graduate,S0619,19_29,F,5_postgrad
SNCL,176,2888,"['driving', 'cars', 'commuting', 'saving']","['discussing', 'explaining', 'inquiring', 'complaining', 'advising', 'anecdote telling', 'making arrangements']",S0336,19_29,F,5_postgrad,S0337,19_29,M,3_sixthform
SNCM,338,2716,['no info'],['discussing'],S0012,70_79,M,2_secondary,S0013,60_69,F,3_sixthform
SNDW,636,8014,"['friends', 'wider family circle']","['discussing', 'explaining', 'inquiring', 'complaining', 'anecdote telling']",S0607,30_39,F,5_postgrad,S0644,30_39,F,5_postgrad
SNLY,842,7179,"['friends', 'films']","['discussing', 'explaining', 'inquiring', 'complaining', 'advising', 'anecdote telling', 'making arrangements ']",S0083,60_69,F,2_secondary,S0084,19_29,F,5_postgrad
SNMA,311,4237,"['melon', 'helicopter', 'cinema', 'weather', 'sun cream', 'medical bills', 'doctor’s surgery', 'receptionists', 'hospitals', 'punctured lung', 'surgery', 'squeamishness', 'irrational fears', 'crowds', '']","['discussing', 'explaining', 'anecdote telling', 'making arrangements']",S0421,11_18,F,3_sixthform,S0423,50_59,M,2_secondary
SNNG,1621,23046,"['resignation at work', 'drama auditions', 'relationships and potential affairs']","['discussing', 'explaining', 'inquiring', 'advising', 'anecdote telling']",S0517,40_49,F,4_graduate,S0518,40_49,F,4_graduate
SNQB,371,4859,"['christmas', 'family life', 'work and conferences']",[],S0320,30_39,F,3_sixthform,S0442,30_39,F,4_graduate
SNRP,215,2789,"['the boiler', 'a camping trip']",['discussing'],S0037,19_29,F,5_postgrad,S0115,30_39,M,5_postgrad
SNRQ,846,11530,"['jobs', 'learning languages', 'babies']","['discussing', 'explaining', 'inquiring', 'advising', 'requesting', 'anecdote telling']",S0018,30_39,F,5_postgrad,S0170,30_39,F,4_graduate
SNWS,529,5814,"['living with hippies in poland', 'the trip to białka tatrzańska', 'friends', 'physical characteristics', 'religion', 'health & exercise', 'friends. ']","['discussing', 'explaining']",S0618,40_49,F,4_graduate,S0619,19_29,F,5_postgrad
SNXG,2457,22970,"['). napping', 'music discussions', 'other friends', 'laughing at old pictures', 'arguing…', '']","['discussing', 'explaining', 'inquiring', 'complaining', 'anecdote telling']",S0585,19_29,F,4_graduate,S0587,19_29,M,4_graduate
SNXL,958,11259,"['advice about renovation projects for historic buildings', 'bidding for funds', 'workable business plans']","['discussing', 'explaining', 'inquiring', 'advising', 'anecdote telling']",S0282,50_59,F,5_postgrad,S0289,60_69,F,5_postgrad
SP3Q,1126,12603,"['mental health', 'missing university seminars', 'university stress', 'the lottery', 'wealth']","['discussing', 'advising', 'anecdote telling']",S0529,19_29,F,3_sixthform,S0530,19_29,F,3_sixthform
SP4L,900,6102,"['travel', 'free time', 'work', 'holiday']","['discussing', 'explaining', 'inquiring', 'anecdote telling']",S0320,30_39,F,3_sixthform,S0322,30_39,F,4_graduate
SP5U,556,4778,['no info'],['discussing '],S0012,70_79,M,2_secondary,S0013,60_69,F,3_sixthform
SP67,412,5315,"['music', 'friends', 'gardening', 'weather']","['discussing', 'explaining']",S0037,19_29,F,5_postgrad,S0115,30_39,M,5_postgrad
SP79,750,4666,"['films', 'tv', 'iphones', 'work']",['discussing'],S0133,19_29,F,3_sixthform,S0177,19_29,M,3_sixthform
SP7F,558,6119,"['work', 'family', 'friends', 'social. ']","['discussing', 'explaining', 'inquiring', 'complaining', 'anecdote telling']",S0439,19_29,F,4_graduate,S0440,50_59,F,2_secondary
SP9F,2002,15732,"['talking about a music gig', 'talking about grief', 'ipads', 'décor', 'wildlife conservation', 'jobs', 'academic writing', 'journals']","['discussing', 'explaining', 'inquiring', 'complaining', 'advising', 'anecdote telling', 'requesting']",S0262,40_49,F,5_postgrad,S0335,30_39,F,5_postgrad
SPFN,465,5165,"['parties', 'family members', 'france', 'holiday photos', 'valentines day', 'restaurants', 'emily dickinson', 'poetry', 'books']","['discussing', 'explaining', 'inquiring', 'announcing']",S0326,19_29,M,4_graduate,S0329,50_59,F,4_graduate
