speaker_id,gender,topics,conv_id,turn,text,length,label,clean_text,age_cat,clean_length
S0012,M,['no info'],SP5U,26,"well I expect <pause dur=""short"" /> yeah <pause dur=""short"" /> I expect they let theirselves in cos <pause dur=""short"" /> they know the <trunc>f</trunc> the key the key don't they?",22,50_plus,well expect pause dur short yeah pause dur short expect let theirselves cos pause dur short know trunc f trunc key key,50-plus,22
S0013,F,['no info'],SP5U,27,they will have someone go in,6,50_plus,someone go,50-plus,2
S0012,M,['no info'],SP5U,28,mm,1,50_plus,mm,50-plus,1
S0013,F,['no info'],SP5U,29,"yeah <pause dur=""short"" /> <anon nameType=""f"" type=""name"" /> said she was a bit confused <pause dur=""short"" /> but she's home",12,50_plus,yeah pause dur short anon nametype f type name said bit confused pause dur short home,50-plus,16
S0012,M,['no info'],SP5U,30,well,1,50_plus,well,50-plus,1
S0013,F,['no info'],SP5U,31,"<unclear>at least</unclear> be home <pause dur=""short"" /> mm",3,50_plus,unclear least unclear home pause dur short mm,50-plus,8
S0012,M,['no info'],SP5U,32,"mm <pause dur=""short"" /> well let's hope she don't keep falling down like she did before",15,50_plus,mm pause dur short well let hope keep falling like,50-plus,10
S0013,F,['no info'],SP5U,33,mm,1,50_plus,mm,50-plus,1
S0012,M,['no info'],SP5U,34,I mean her leg'll never get better will it?,11,50_plus,mean leg never get better,50-plus,5
S0013,F,['no info'],SP5U,35,"I don't think they'll <pause dur=""short"" /> no",7,50_plus,think pause dur short,50-plus,4
S0013,F,['no info'],SP5U,37,you don't heal do you?,7,50_plus,heal,50-plus,1
S0013,F,['no info'],SP5U,39,at a certain age,4,50_plus,certain age,50-plus,2
S0012,M,['no info'],SP5U,40,"no <pause dur=""long"" /> that's why people finish up with ulcers and stuff on their legs and",15,50_plus,pause dur long people finish ulcers stuff legs,50-plus,8
S0013,F,['no info'],SP5U,41,"yeah <pause dur=""short"" /> that flesh eating thing though you your mum had that flesh eating thing didn't she?",18,50_plus,yeah pause dur short flesh eating thing though mum flesh eating thing,50-plus,12
S0012,M,['no info'],SP5U,42,mm,1,50_plus,mm,50-plus,1
S0013,F,['no info'],SP5U,43,you don't hear about that any more,8,50_plus,hear,50-plus,1
S0012,M,['no info'],SP5U,44,"no you don't <pause dur=""short"" /> no",5,50_plus,pause dur short,50-plus,3
S0013,F,['no info'],SP5U,45,there's these odd things that you <trunc>hea</trunc>,7,50_plus,odd things trunc hea trunc,50-plus,5
S0012,M,['no info'],SP5U,46,mm,1,50_plus,mm,50-plus,1
S0013,F,['no info'],SP5U,47,"it's in the news isn't it? and then all of a sudden you never <pause dur=""short"" /> hear of it again",21,50_plus,news sudden never pause dur short hear,50-plus,7
S0013,F,['no info'],SP5U,49,like the swine flu and,5,50_plus,like swine flu,50-plus,3
S0012,M,['no info'],SP5U,50,"yeah <pause dur=""short"" /> that's died",4,50_plus,yeah pause dur short died,50-plus,5
S0013,F,['no info'],SP5U,51,mm,1,50_plus,mm,50-plus,1
S0012,M,['no info'],SP5U,52,"<vocal desc=""laugh"" /> that probably <unclear /> the swine flu itself didn't it? that killed it off",15,50_plus,vocal desc laugh probably unclear swine flu killed,50-plus,8
S0013,F,['no info'],SP5U,53,"they were giving everyone injections <pause dur=""short"" /> even little children",8,50_plus,giving everyone injections pause dur short even little children,50-plus,9
S0012,M,['no info'],SP5U,54,"cor that's another thing <pause dur=""short"" /> they asked me if I wanted these injections yesterday",14,50_plus,cor another thing pause dur short asked wanted injections yesterday,50-plus,10
S0013,F,['no info'],SP5U,55,mm,1,50_plus,mm,50-plus,1
S0012,M,['no info'],SP5U,56,"one was for I forget what the other one was <trunc>f</trunc>for er flu <pause dur=""short"" /> that was a flu injection",18,50_plus,one forget one trunc f trunc er flu pause dur short flu injection,50-plus,13
S0013,F,['no info'],SP5U,57,I see flu and shingles,5,50_plus,see flu shingles,50-plus,3
S0012,M,['no info'],SP5U,58,and shingles,2,50_plus,shingles,50-plus,1
S0013,F,['no info'],SP5U,59,mm,1,50_plus,mm,50-plus,1
S0012,M,['no info'],SP5U,60,I said no I don't have them,8,50_plus,said,50-plus,1
S0013,F,['no info'],SP5U,61,<unclear>no</unclear>,0,50_plus,unclear unclear,50-plus,2
S0012,M,['no info'],SP5U,62,seems strange though but apparently when you get to a certain age you're entitled to have em,18,50_plus,seems strange though apparently get certain age entitled em,50-plus,9
S0013,F,['no info'],SP5U,63,"<vocal desc=""laugh"" /> right",1,50_plus,vocal desc laugh right,50-plus,4
S0012,M,['no info'],SP5U,64,and I'm at that age,6,50_plus,age,50-plus,1
S0013,F,['no info'],SP5U,65,weren't you entitled to have a flu injection earlier then?,12,50_plus,entitled flu injection earlier,50-plus,4
S0013,F,['no info'],SP5U,67,"ah <pause dur=""short"" /> only people like me with asthma?",8,50_plus,ah pause dur short people like asthma,50-plus,7
S0012,M,['no info'],SP5U,68,mm,1,50_plus,mm,50-plus,1
S0013,F,['no info'],SP5U,69,mm I'm not having it,6,50_plus,mm,50-plus,1
S0012,M,['no info'],SP5U,70,no I said I don't want it,8,50_plus,said want,50-plus,2
S0013,F,['no info'],SP5U,71,heard so many horror stories about how ill you are,10,50_plus,heard many horror stories ill,50-plus,5
S0012,M,['no info'],SP5U,72,"well er what's-his-name have it don't he? er <anon nameType=""m"" type=""name"" /> he have it every time",16,50_plus,well er name er anon nametype type name every time,50-plus,10
S0013,F,['no info'],SP5U,73,"yes <pause dur=""short"" /> he was ill once and then",7,50_plus,yes pause dur short ill,50-plus,5
S0012,M,['no info'],SP5U,74,mm,1,50_plus,mm,50-plus,1
S0013,F,['no info'],SP5U,75,he's been fine ever since,6,50_plus,fine ever since,50-plus,3
S0012,M,['no info'],SP5U,76,but does that mean you got to have a flu injection every year?,14,50_plus,mean got flu injection every year,50-plus,6
S0013,F,['no info'],SP5U,77,"I don't know <pause dur=""short"" /> what? once you start?",10,50_plus,know pause dur short start,50-plus,5
S0012,M,['no info'],SP5U,78,well no not just once you start do you have to back it up? like years ago when we had tetanus injections when we were kids,27,50_plus,well start back like years ago tetanus injections kids,50-plus,9
S0013,F,['no info'],SP5U,79,yeah,1,50_plus,yeah,50-plus,1
S0012,M,['no info'],SP5U,80,you had to have a <trunc>ba</trunc> er er a booster didn't you?,13,50_plus,trunc ba trunc er er booster,50-plus,6
S0013,F,['no info'],SP5U,81,mm,1,50_plus,mm,50-plus,1
S0012,M,['no info'],SP5U,82,and then they sent you a letter to say go and have another booster about twenty years later,18,50_plus,sent letter say go another booster twenty years later,50-plus,9
S0013,F,['no info'],SP5U,83,yeah,1,50_plus,yeah,50-plus,1
S0012,M,['no info'],SP5U,84,"and then they say there's no need for it <pause dur=""short"" /> there's no need for the booster any more",19,50_plus,say need pause dur short need booster,50-plus,7
S0013,F,['no info'],SP5U,85,mm,1,50_plus,mm,50-plus,1
S0012,M,['no info'],SP5U,86,"has tetanus died out in <anon type=""place"" />? <vocal desc=""laugh"" /> cos that used to be a big tetanus area",16,50_plus,tetanus died anon type place vocal desc laugh cos used big tetanus area,50-plus,13
S0012,M,['no info'],SP5U,88,one of my friends at school died of tetanus,9,50_plus,one friends school died tetanus,50-plus,5
S0013,F,['no info'],SP5U,89,"yeah <pause dur=""short"" /> you can get it from just pricking yourself in the",11,50_plus,yeah pause dur short get pricking,50-plus,6
S0012,M,['no info'],SP5U,90,well he,2,50_plus,well,50-plus,1
S0012,M,['no info'],SP5U,92,er he yeah you can get,6,50_plus,er yeah get,50-plus,3
S0013,F,['no info'],SP5U,93,on a thorn,3,50_plus,thorn,50-plus,1
S0012,M,['no info'],SP5U,94,on a thorn but you you got it's in in the soil,13,50_plus,thorn got soil,50-plus,3
S0013,F,['no info'],SP5U,95,"<vocal desc=""misc"" /> oh yeah",2,50_plus,vocal desc misc oh yeah,50-plus,5
S0012,M,['no info'],SP5U,96,"and it lives a long while in the soil <pause dur=""short"" /> and er one of my friends he at school I mean we were only about <vocal desc=""gasp"" /> we'd just then moved up to the senior school so we were only eleven twelve",40,50_plus,lives long soil pause dur short er one friends school mean vocal desc gasp moved senior school eleven twelve,50-plus,19
S0013,F,['no info'],SP5U,97,yeah,1,50_plus,yeah,50-plus,1
S0012,M,['no info'],SP5U,98,"and that was firework night <pause dur=""short"" /> and er he had some fireworks in his pocket",14,50_plus,firework night pause dur short er fireworks pocket,50-plus,8
S0013,F,['no info'],SP5U,99,mm,1,50_plus,mm,50-plus,1
S0012,M,['no info'],SP5U,100,"and they went off <pause dur=""short"" /> and they <trunc>w</trunc> the people round him they <trunc>r</trunc>rolled him in the <pause dur=""short"" /> in the soil",18,50_plus,went pause dur short trunc w trunc people round trunc r trunc rolled pause dur short soil,50-plus,17
S0013,F,['no info'],SP5U,101,yeah,1,50_plus,yeah,50-plus,1
S0012,M,['no info'],SP5U,102,and then he had to go straight to hospital anyway to have his burns,14,50_plus,go straight hospital anyway burns,50-plus,5
S0013,F,['no info'],SP5U,103,burns,1,50_plus,burns,50-plus,1
S0012,M,['no info'],SP5U,104,"sorted out <pause dur=""short"" /> and he got tetanus",6,50_plus,sorted pause dur short got tetanus,50-plus,6
S0013,F,['no info'],SP5U,105,so did he survive alright?,6,50_plus,survive alright,50-plus,2
S0012,M,['no info'],SP5U,106,no he <trunc>ne</trunc>never survived he died,6,50_plus,trunc ne trunc never survived died,50-plus,6
S0013,F,['no info'],SP5U,107,no? mm,3,50_plus,mm,50-plus,1
S0012,M,['no info'],SP5U,108,I said one of my friends died,7,50_plus,said one friends died,50-plus,4
S0013,F,['no info'],SP5U,109,yes you did er sorry,5,50_plus,yes er sorry,50-plus,3
S0012,M,['no info'],SP5U,110,"at school <pause dur=""short"" /> and er",4,50_plus,school pause dur short er,50-plus,5
S0013,F,['no info'],SP5U,111,so it's almost immediately is it?,8,50_plus,almost immediately,50-plus,2
S0012,M,['no info'],SP5U,112,"well no <pause dur=""short"" /> the tetanus comes on about over about the course of three days I think <pause dur=""short"" /> or something like that I I that might not be true but <pause dur=""short"" /> he went to hospital to have his burns sorted out <pause dur=""short"" /> he already had the tetanus <pause dur=""short"" /> er he hadn't had tetanus injections I don't suppose I don't know whether he did or not but if he had tetanus injections on top of catching tetanus well that would've done him in anyway wouldn't it?",86,50_plus,well pause dur short tetanus comes course three days think pause dur short something like might true pause dur short went hospital burns sorted pause dur short already tetanus pause dur short er tetanus injections suppose know whether tetanus injections top catching tetanus well would done anyway,50-plus,47
S0013,F,['no info'],SP5U,113,"yeah <pause dur=""short"" /> yeah it would wouldn't it?",8,50_plus,yeah pause dur short yeah would,50-plus,6
S0012,M,['no info'],SP5U,114,"yeah <pause dur=""short"" /> well I think so anyway",6,50_plus,yeah pause dur short well think anyway,50-plus,7
S0013,F,['no info'],SP5U,115,<unclear />,1,50_plus,unclear,50-plus,1
S0012,M,['no info'],SP5U,116,"but er <pause dur=""short"" /> I mean that that was about two weeks before the the we went we went back when we were back at school <pause dur=""short"" /> and that was about <pause dur=""short"" /> that was about two weeks <pause dur=""short"" /> and the headmaster announced it at erm at the <trunc>s</trunc> at the assembly",45,50_plus,er pause dur short mean two weeks went went back back school pause dur short pause dur short two weeks pause dur short headmaster announced erm trunc trunc assembly,50-plus,29
S0013,F,['no info'],SP5U,117,"oh gosh <pause dur=""long"" /> mm",3,50_plus,oh gosh pause dur long mm,50-plus,6
S0012,M,['no info'],SP5U,118,yeah and well I mean that hurt that really shocked er <trunc>l</trunc>lots of his friends,15,50_plus,yeah well mean hurt really shocked er trunc l trunc lots friends,50-plus,12
S0013,F,['no info'],SP5U,119,"yeah <pause dur=""short"" /> I <unclear>didn't</unclear> like fireworks anyway <pause dur=""short"" /> er putting em in your pocket's pretty stupid isn't it?",18,50_plus,yeah pause dur short unclear unclear like fireworks anyway pause dur short er putting em pocket pretty stupid,50-plus,18
S0012,M,['no info'],SP5U,120,"yeah but kids <pause dur=""short"" /> I mean",5,50_plus,yeah kids pause dur short mean,50-plus,6
S0013,F,['no info'],SP5U,121,yeah,1,50_plus,yeah,50-plus,1
S0013,F,['no info'],SP5U,123,"like the fire jackers <pause dur=""short"" /> fire <vocal desc=""misc"" /> cracker things <unclear />",8,50_plus,like fire jackers pause dur short fire vocal desc misc cracker things unclear,50-plus,13
S0012,M,['no info'],SP5U,124,what? the jumping jacks?,6,50_plus,jumping jacks,50-plus,2
S0013,F,['no info'],SP5U,125,jumping jacks,2,50_plus,jumping jacks,50-plus,2
S0012,M,['no info'],SP5U,126,yeah they were very dangerous,5,50_plus,yeah dangerous,50-plus,2
S0013,F,['no info'],SP5U,127,people letting them off everywhere weren't they?,9,50_plus,people letting everywhere,50-plus,3
S0012,M,['no info'],SP5U,128,they jumped all over the place didn't they?,10,50_plus,jumped place,50-plus,2
S0013,F,['no info'],SP5U,129,trying to get to your legs,6,50_plus,trying get legs,50-plus,3
S0012,M,['no info'],SP5U,130,and <trunc>peop</trunc>and people'd have their fireworks on the floor,10,50_plus,trunc peop trunc people fireworks floor,50-plus,6
S0013,F,['no info'],SP5U,131,mm,1,50_plus,mm,50-plus,1
S0012,M,['no info'],SP5U,132,and they'd jump,4,50_plus,jump,50-plus,1
S0013,F,['no info'],SP5U,133,yeah,1,50_plus,yeah,50-plus,1
S0012,M,['no info'],SP5U,134,jump and set the fireworks off,6,50_plus,jump set fireworks,50-plus,3
S0013,F,['no info'],SP5U,135,yeah,1,50_plus,yeah,50-plus,1
S0012,M,['no info'],SP5U,136,"they got banned <pause dur=""short"" /> jolly good job they did",8,50_plus,got banned pause dur short jolly good job,50-plus,8
S0013,F,['no info'],SP5U,137,I know they were <trunc>d</trunc>they were doing em in the street on the way home from school,17,50_plus,know trunc trunc em street way home school,50-plus,8
S0012,M,['no info'],SP5U,138,"yeah <pause dur=""short"" /> yeah",2,50_plus,yeah pause dur short yeah,50-plus,5
S0013,F,['no info'],SP5U,139,mm,1,50_plus,mm,50-plus,1
S0012,M,['no info'],SP5U,140,terrible ain't it?,5,50_plus,terrible,50-plus,1
S0013,F,['no info'],SP5U,141,mm,1,50_plus,mm,50-plus,1
S0012,M,['no info'],SP5U,142,"I don't I don't like firework night I mean when we went to see that big display at <anon type=""place"" />",21,50_plus,like firework night mean went see big display anon type place,50-plus,11
S0013,F,['no info'],SP5U,143,yeah,1,50_plus,yeah,50-plus,1
S0012,M,['no info'],SP5U,144,"and er well what goes up must come down <pause dur=""short"" /> and that just happened to be a a rocket that",19,50_plus,er well goes must come pause dur short happened rocket,50-plus,10
S0013,F,['no info'],SP5U,145,yeah,1,50_plus,yeah,50-plus,1
S0012,M,['no info'],SP5U,146,"hit <anon nameType=""f"" type=""name"" /> on the head and me on the shoulder and well it my burnt my burnt me neck but not much",22,50_plus,hit anon nametype f type name head shoulder well burnt burnt neck much,50-plus,13
S0013,F,['no info'],SP5U,147,mm,1,50_plus,mm,50-plus,1
S0012,M,['no info'],SP5U,148,"and it hurt <anon nameType=""f"" type=""name"" /> didn't it?",8,50_plus,hurt anon nametype f type name,50-plus,6
S0013,F,['no info'],SP5U,149,yeah she doesn't like fireworks,6,50_plus,yeah like fireworks,50-plus,3
S0012,M,['no info'],SP5U,150,well can't wonder at it she was only about three weren't she?,15,50_plus,well wonder three,50-plus,3
S0013,F,['no info'],SP5U,151,"yeah <pause dur=""short"" /> she can but she can <pause dur=""short"" /> yeah hasn't gone away has it?",14,50_plus,yeah pause dur short pause dur short yeah gone away,50-plus,10
S0013,F,['no info'],SP5U,153,doesn't really does it?,6,50_plus,really,50-plus,1
S0013,F,['no info'],SP5U,155,that was a shame cos that was the best display I've <trunc>e</trunc>ever seen,14,50_plus,shame cos best display trunc e trunc ever seen,50-plus,9
S0012,M,['no info'],SP5U,156,that was the best display ever that the that dragon eating the sun,13,50_plus,best display ever dragon eating sun,50-plus,6
S0013,F,['no info'],SP5U,157,"yeah <pause dur=""short"" /> that was that was",5,50_plus,yeah pause dur short,50-plus,4
S0012,M,['no info'],SP5U,158,that was fantastic weren't it? yeah,8,50_plus,fantastic yeah,50-plus,2
S0013,F,['no info'],SP5U,159,beautifully done,2,50_plus,beautifully done,50-plus,2
S0012,M,['no info'],SP5U,160,I've never seen a display like that now they just have,12,50_plus,never seen display like,50-plus,4
S0013,F,['no info'],SP5U,161,mm,1,50_plus,mm,50-plus,1
S0012,M,['no info'],SP5U,162,all these these huge firework displays that cost enormous amount of money and all you can see is up in the air ain't it?,26,50_plus,huge firework displays cost enormous amount money see air,50-plus,9
S0013,F,['no info'],SP5U,163,mm,1,50_plus,mm,50-plus,1
S0012,M,['no info'],SP5U,164,but this one was on a big railway line type thing weren't it?,15,50_plus,one big railway line type thing,50-plus,6
S0013,F,['no info'],SP5U,165,"yeah <pause dur=""short"" /> travelling along",3,50_plus,yeah pause dur short travelling along,50-plus,6
S0012,M,['no info'],SP5U,166,and that travelled along didn't it?,8,50_plus,travelled along,50-plus,2
S0013,F,['no info'],SP5U,167,yeah,1,50_plus,yeah,50-plus,1
S0012,M,['no info'],SP5U,168,and that's years ago that is,7,50_plus,years ago,50-plus,2
S0013,F,['no info'],SP5U,169,that was I mean er the the dragon by itself was beautiful,12,50_plus,mean er dragon beautiful,50-plus,4
S0012,M,['no info'],SP5U,170,yeah that was weren't it?,7,50_plus,yeah,50-plus,1
S0013,F,['no info'],SP5U,171,mm,1,50_plus,mm,50-plus,1
S0012,M,['no info'],SP5U,172,"I think it's the best firework display we've been to <pause dur=""short"" /> unfortunately",13,50_plus,think best firework display pause dur short unfortunately,50-plus,8
S0013,F,['no info'],SP5U,173,yeah,1,50_plus,yeah,50-plus,1
S0012,M,['no info'],SP5U,174,"<anon nameType=""f"" type=""name"" /> got hit",3,50_plus,anon nametype f type name got hit,50-plus,7
S0013,F,['no info'],SP5U,175,that's a shame there wasn't a <unclear>like your</unclear> video I'd like to have seen it really again,18,50_plus,shame unclear like unclear video like seen really,50-plus,8
S0012,M,['no info'],SP5U,176,"video? that that would've been something <pause dur=""short"" /> er forty years ago",12,50_plus,video would something pause dur short er forty years ago,50-plus,10
S0013,F,['no info'],SP5U,177,"mm <pause dur=""short"" /> <vocal desc=""laugh"" />",1,50_plus,mm pause dur short vocal desc laugh,50-plus,7
S0012,M,['no info'],SP5U,178,videos? I don't think they were even invented were they?,13,50_plus,videos think even invented,50-plus,4
S0013,F,['no info'],SP5U,179,it was nearly forty years ago,6,50_plus,nearly forty years ago,50-plus,4
S0012,M,['no info'],SP5U,180,yeah,1,50_plus,yeah,50-plus,1
S0013,F,['no info'],SP5U,181,"oh gosh <pause dur=""short"" /> mm",3,50_plus,oh gosh pause dur short mm,50-plus,6
S0012,M,['no info'],SP5U,182,"<vocal desc=""laugh"" />",0,50_plus,vocal desc laugh,50-plus,3
S0013,F,['no info'],SP5U,183,mm,1,50_plus,mm,50-plus,1
S0012,M,['no info'],SP5U,184,you don't realise how quickly time go do you?,11,50_plus,realise quickly time go,50-plus,4
S0012,M,['no info'],SP5U,186,"that's <vocal desc=""laugh"" />",2,50_plus,vocal desc laugh,50-plus,3
S0013,F,['no info'],SP5U,187,"we <trunc>sh</trunc>we should google that <pause dur=""short"" /> <anon type=""place"" /> fair <pause dur=""short"" /> it was <anon type=""place"" /> fair wasn't it?",15,50_plus,trunc sh trunc google pause dur short anon type place fair pause dur short anon type place fair,50-plus,18
S0012,M,['no info'],SP5U,188,"was <anon type=""place"" /> fair yeah",4,50_plus,anon type place fair yeah,50-plus,5
S0013,F,['no info'],SP5U,189,someone might've took a photograph,6,50_plus,someone might took photograph,50-plus,4
S0012,M,['no info'],SP5U,190,"what? at <anon type=""place"" /> fair?",6,50_plus,anon type place fair,50-plus,4
S0013,F,['no info'],SP5U,191,yeah mm you never know what you find on computer now do you?,14,50_plus,yeah mm never know find computer,50-plus,6
S0013,F,['no info'],SP5U,193,mm,1,50_plus,mm,50-plus,1
S0012,M,['no info'],SP5U,194,but that was one of the best fairs we ever went to weren't it?,16,50_plus,one best fairs ever went,50-plus,5
S0013,F,['no info'],SP5U,195,it was lovely yeah,4,50_plus,lovely yeah,50-plus,2
S0012,M,['no info'],SP5U,196,and we only had to <trunc>dre</trunc>dress up and get in for nothing,12,50_plus,trunc dre trunc dress get nothing,50-plus,6
S0013,F,['no info'],SP5U,197,get in for free mm mm,6,50_plus,get free mm mm,50-plus,4
S0012,M,['no info'],SP5U,198,medieval we were weren't we?,7,50_plus,medieval,50-plus,1
S0013,F,['no info'],SP5U,199,"yeah <pause dur=""short"" /> that was easy for us cos I <unclear />",9,50_plus,yeah pause dur short easy us cos unclear,50-plus,8
S0012,M,['no info'],SP5U,200,that was easy for us cos we look,8,50_plus,easy us cos look,50-plus,4
S0013,F,['no info'],SP5U,201,always wore a long dress anyway,6,50_plus,always wore long dress anyway,50-plus,5
S0012,M,['no info'],SP5U,202,"yeah <vocal desc=""laugh"" />",1,50_plus,yeah vocal desc laugh,50-plus,4
S0013,F,['no info'],SP5U,203,start off alright,3,50_plus,start alright,50-plus,2
S0012,M,['no info'],SP5U,204,"and I wore <trunc>t</trunc> them type of things anyway <pause dur=""short"" /> and all I had to do was tie my",17,50_plus,wore trunc trunc type things anyway pause dur short tie,50-plus,10
S0013,F,['no info'],SP5U,205,mm,1,50_plus,mm,50-plus,1
S0012,M,['no info'],SP5U,206,"the bottom of my trousers up with baler twine <vocal desc=""laugh"" />",9,50_plus,bottom trousers baler twine vocal desc laugh,50-plus,7
S0013,F,['no info'],SP5U,207,doesn't take much really does it? to,9,50_plus,take much really,50-plus,3
S0012,M,['no info'],SP5U,208,"<vocal desc=""laugh"" /> <pause dur=""short"" /> yeah",1,50_plus,vocal desc laugh pause dur short yeah,50-plus,7
S0013,F,['no info'],SP5U,209,yeah,1,50_plus,yeah,50-plus,1
S0012,M,['no info'],SP5U,210,and have a <trunc>s</trunc>sort of a smock on didn't we? and a funny hat,16,50_plus,trunc trunc sort smock funny hat,50-plus,6
S0013,F,['no info'],SP5U,211,"yeah <pause dur=""short"" /> yeah they were good",5,50_plus,yeah pause dur short yeah good,50-plus,6
S0012,M,['no info'],SP5U,212,but that got too big and they couldn't control it and then,13,50_plus,got big control,50-plus,3
S0013,F,['no info'],SP5U,213,yeah,1,50_plus,yeah,50-plus,1
S0012,M,['no info'],SP5U,214,"of course you got insurance and everything to come up with <pause dur=""short"" /> and now health and safety and all that business",20,50_plus,course got insurance everything come pause dur short health safety business,50-plus,11
S0013,F,['no info'],SP5U,215,mm,1,50_plus,mm,50-plus,1
S0012,M,['no info'],SP5U,216,"just don't <trunc>al</trunc>don't allow you well they allow you to do it <pause dur=""short"" /> but it costs far too much money for insurances",23,50_plus,trunc al trunc allow well allow pause dur short costs far much money insurances,50-plus,14
S0013,F,['no info'],SP5U,217,yeah,1,50_plus,yeah,50-plus,1
S0012,M,['no info'],SP5U,218,that's why the travelling fair don't go about any more do it? not much,17,50_plus,travelling fair go much,50-plus,4
S0013,F,['no info'],SP5U,219,no you do see them though don't you?,10,50_plus,see though,50-plus,2
S0012,M,['no info'],SP5U,220,you see em occasionally,4,50_plus,see em occasionally,50-plus,3
S0013,F,['no info'],SP5U,221,erm more than er,4,50_plus,erm er,50-plus,2
S0012,M,['no info'],SP5U,222,yeah but the <trunc>sm</trunc> just the smaller ones,7,50_plus,yeah trunc sm trunc smaller ones,50-plus,6
S0013,F,['no info'],SP5U,223,small,1,50_plus,small,50-plus,1
S0012,M,['no info'],SP5U,224,<trunc>w</trunc>,0,50_plus,trunc w trunc,50-plus,3
S0013,F,['no info'],SP5U,225,yeah,1,50_plus,yeah,50-plus,1
S0012,M,['no info'],SP5U,226,where'd we see one when we were er?,10,50_plus,see one er,50-plus,3
S0013,F,['no info'],SP5U,227,<unclear /> all over the place really,6,50_plus,unclear place really,50-plus,3
S0012,M,['no info'],SP5U,228,"just er roundabouts I mean we <pause dur=""short"" /> we saw it from <trunc>w</trunc>we were walking weren't we?",17,50_plus,er roundabouts mean pause dur short saw trunc w trunc walking,50-plus,11
S0013,F,['no info'],SP5U,229,mm,1,50_plus,mm,50-plus,1
S0012,M,['no info'],SP5U,230,and we saw it down in a valley somewhere,9,50_plus,saw valley somewhere,50-plus,3
S0013,F,['no info'],SP5U,231,was it on holiday?,5,50_plus,holiday,50-plus,1
S0012,M,['no info'],SP5U,232,"it was when we we were <pause dur=""short"" /> we <trunc>w</trunc>",7,50_plus,pause dur short trunc w trunc,50-plus,6
S0013,F,['no info'],SP5U,233,yeah,1,50_plus,yeah,50-plus,1
S0012,M,['no info'],SP5U,234,"we weren't on holiday <pause dur=""short"" /> we don't have holidays",10,50_plus,holiday pause dur short holidays,50-plus,5
