speaker_id,gender,topics,conv_id,turn,text,length,label,clean_text,age_cat,clean_length
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,113,oh thank you er just a Diet Coke,8,19_29,oh thank er diet coke,19-29,5
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,118,<unclear />,1,19_29,unclear,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,122,she's like shall I help you?,8,19_29,like shall help,19-29,3
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,126,yeah and literally it is dangerous though cos it is you just keep going back for more,17,19_29,yeah literally dangerous though cos keep going back,19-29,8
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,127,is it bottomless?,4,19_29,bottomless,19-29,1
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,141,I was sitting on the floor like outside the HSBC vomiting my guts up,14,19_29,sitting floor like outside hsbc vomiting guts,19-29,7
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,145,it was on the <trunc>Fri</trunc> and I,6,19_29,trunc fri trunc,19-29,3
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,148,that was the <unclear />,4,19_29,unclear,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,150,how did you get home?,6,19_29,get home,19-29,2
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,155,jacket,1,19_29,jacket,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,156,was like yeah,3,19_29,like yeah,19-29,2
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,157,"I somehow managed to take fifty pounds out which I think I gave the whole amount to the taxi driver to get me home <pause dur=""short"" /> I then fell out of the taxi <vocal desc=""laugh"" /> somehow managed to get into my house with my house keys and then woke up in the morning at ten o'clock fully clothed in bed with my phone going crazy",61,19_29,somehow managed take fifty pounds think gave whole amount taxi driver get home pause dur short fell taxi vocal desc laugh somehow managed get house house keys woke morning ten clock fully clothed bed phone going crazy,19-29,37
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,160,oh,1,19_29,oh,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,172,oh really? you helped her out there,8,19_29,oh really helped,19-29,3
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,174,"are you still friends? <vocal desc=""laugh"" />",5,19_29,still friends vocal desc laugh,19-29,5
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,176,well that's the that's a true friendship then,10,19_29,well true friendship,19-29,3
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,182,oh,1,19_29,oh,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,188,so where did you go?,6,19_29,go,19-29,1
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,195,how was it? what this Saturday?,8,19_29,saturday,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,196,yeah yeah erm yeah it was it was good I erm was driving,13,19_29,yeah yeah erm yeah good erm driving,19-29,7
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,203,how did you manage that?,6,19_29,manage,19-29,1
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,209,oh cos you do personal training don't you?,10,19_29,oh cos personal training,19-29,4
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,212,"I start now not until January so it's a bit annoying erm how did I <pause dur=""short"" /> I just have become friendly with them and",24,19_29,start january bit annoying erm pause dur short become friendly,19-29,10
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,224,"mm <pause dur=""short"" /> yeah <pause dur=""short"" /> not her but erm but",7,19_29,mm pause dur short yeah pause dur short erm,19-29,9
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,228,not everything but kind of everything,6,19_29,everything kind everything,19-29,3
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,230,"<vocal desc=""laugh"" /> but she's only nineteen and I don't want to go out with but",15,19_29,vocal desc laugh nineteen want go,19-29,6
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,232,yeah yeah twenty-two twenty-three this year,6,19_29,yeah yeah twenty two twenty three year,19-29,7
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,239,"<anon nameType=""f"" type=""name"" />",1,19_29,anon nametype f type name,19-29,5
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,240,"I know but and not only that but me and my ex thinks I might be like we're not sure like I don't know but it's <vocal desc=""laugh"" /> <unclear /> me out",32,19_29,know ex thinks might like sure like know vocal desc laugh unclear,19-29,12
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,248,I do want to be single that's the thing like I've tried and like,16,19_29,want single thing like tried like,19-29,6
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,251,do you like do you still like really miss your ex then? or do you like,17,19_29,like still like really miss ex like,19-29,7
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,254,"it's more that like the thing is she lives in <anon type=""place"" /> now I live here oh we're kind of what we were kind of thought that what we're kind of it sounds a bit cheesy but kind of get back together like",45,19_29,like thing lives anon type place live oh kind kind thought kind sounds bit cheesy kind get back together like,19-29,20
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,257,"oh god what do you do? <vocal desc=""laugh"" />",7,19_29,oh god vocal desc laugh,19-29,5
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,273,came to visit?,4,19_29,came visit,19-29,2
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,281,my own stuff,3,19_29,stuff,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,282,I know,2,19_29,know,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,298,erm yeah but like the thing oh I dunno,11,19_29,erm yeah like thing oh dunno,19-29,6
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,299,"but sometimes long distance relationships are nicer because erm <pause dur=""short"" /> sorry I thought I saw somebody",15,19_29,sometimes long distance relationships nicer erm pause dur short sorry thought saw somebody,19-29,13
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,303,erm sometimes long distance relationships are a bit nicer because you like you see them and then you have fun and then you leave you have your own life,29,19_29,erm sometimes long distance relationships bit nicer like see fun leave life,19-29,12
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,307,yeah,1,19_29,yeah,19-29,1
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,313,yeah no I completely agree,5,19_29,yeah completely agree,19-29,3
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,328,wow,1,19_29,wow,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,330,yeah,1,19_29,yeah,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,336,that's not but yeah,5,19_29,yeah,19-29,1
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,341,I don't care like you not telling me it made like an issue,14,19_29,care like telling made like issue,19-29,6
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,344,like that's what's <trunc>m</trunc>more important is friendship isn't it?,13,19_29,like trunc trunc important friendship,19-29,5
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,350,like yeah,2,19_29,like yeah,19-29,2
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,355,massive secret,2,19_29,massive secret,19-29,2
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,356,yeah,1,19_29,yeah,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,366,mm,1,19_29,mm,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,368,yeah like,2,19_29,yeah like,19-29,2
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,372,<unclear />,1,19_29,unclear,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,386,"<vocal desc=""laugh"" /> your face",2,19_29,vocal desc laugh face,19-29,4
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,388,"so yeah like <vocal desc=""laugh"" />",3,19_29,yeah like vocal desc laugh,19-29,5
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,392,no oh come on,4,19_29,oh come,19-29,2
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,395,"coming yeah like <pause dur=""short"" /> I don't are you have you seeing somebody?",13,19_29,coming yeah like pause dur short seeing somebody,19-29,8
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,407,like I have no problem with him coming here and us having fun and us being friends and like having a bit of,23,19_29,like problem coming us fun us friends like bit,19-29,9
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,416,yeah it and that's the thing isn't it? it's like when you have er I think we <unclear /> at this stage but you have to make more of an effort,34,19_29,yeah thing like er think unclear stage make effort,19-29,9
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,422,so where does he live?,6,19_29,live,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,424,yeah,1,19_29,yeah,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,426,oh so that is like,5,19_29,oh like,19-29,2
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,432,I I would like,4,19_29,would like,19-29,2
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,438,just have a little,4,19_29,little,19-29,1
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,439,yeah,1,19_29,yeah,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,440,"<unclear>bit of fun</unclear> <vocal desc=""laugh"" />",0,19_29,unclear bit fun unclear vocal desc laugh,19-29,7
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,441,but like,2,19_29,like,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,442,like,1,19_29,like,19-29,1
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,447,yeah,1,19_29,yeah,19-29,1
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,453,for him to come down here,6,19_29,come,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,454,yeah,1,19_29,yeah,19-29,1
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,455,and for us to have some fun,7,19_29,us fun,19-29,2
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,458,exactly,1,19_29,exactly,19-29,1
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,461,yeah or they're really ugly,6,19_29,yeah really ugly,19-29,3
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,467,and there's no awkwardness between us <unclear />,8,19_29,awkwardness us unclear,19-29,3
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,483,mm,1,19_29,mm,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,484,and part of it is really not tempting,8,19_29,part really tempting,19-29,3
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,485,mm well yeah I'm having like a massive this is gonna sound really lame and dramatic but like a massive like inner conflict like a part of me,30,19_29,mm well yeah like massive gonna sound really lame dramatic like massive like inner conflict like part,19-29,17
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,495,yeah he was the first person I ever loved,9,19_29,yeah first person ever loved,19-29,5
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,506,no I mean I <trunc>w</trunc> like,5,19_29,mean trunc w trunc like,19-29,5
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,512,is it because of the stuff he was texting you when he was with,14,19_29,stuff texting,19-29,2
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,515,yeah partly that and partly he's I just don't think he's I think he's not a very sincere person,23,19_29,yeah partly partly think think sincere person,19-29,7
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,521,"erm <pause dur=""short"" /> so er the last few times it's <trunc>b</trunc> <trunc>g</trunc> been because of his girlfriend",14,19_29,erm pause dur short er last times trunc b trunc trunc g trunc girlfriend,19-29,14
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,530,mm,1,19_29,mm,19-29,1
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,531,and now you're coming back and you're ignoring me,11,19_29,coming back ignoring,19-29,3
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,532,yeah,1,19_29,yeah,19-29,1
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,535,and now you're bringing your girlfriend over like,9,19_29,bringing girlfriend like,19-29,3
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,536,<unclear />,1,19_29,unclear,19-29,1
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,539,and he was in my <trunc>inb</trunc> my inbox so I called him,11,19_29,trunc inb trunc inbox called,19-29,5
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,542,"oh shit <vocal desc=""laugh"" />",2,19_29,oh shit vocal desc laugh,19-29,5
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,545,"he then sent me a text message on my birthday saying I hope you have an amazing birthday I just want you to know that I care like you mean so much to me but please don't reply to this text message <pause dur=""short"" /> I know I was like great thanks and then suddenly he broke up with his girlfriend and was like no the week beforehand when I was doing the Great North Run he was like erm I'm so proud of you you know like you mean the world to me like I can't describe how much like I like how like impressed I am by you and how much you mean to me and then like three days later he broke up with his girlfriend",129,19_29,sent text message birthday saying hope amazing birthday want know care like mean much please reply text message pause dur short know like great thanks suddenly broke girlfriend like week beforehand great north run like erm proud know like mean world like describe much like like like impressed much mean like three days later broke girlfriend,19-29,56
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,553,I don't think he wants a relationship,8,19_29,think wants relationship,19-29,3
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,555,yeah I think he does like I think he definitely needs to be single for a good long time,19,19_29,yeah think like think definitely needs single good long time,19-29,10
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,556,I think as well by you not wanting to be in a relationship with him will only want er <trunc>h</trunc> make him want to be in a relationship a bit more,30,19_29,think well wanting relationship want er trunc h trunc make want relationship bit,19-29,13
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,557,I think so yeah,4,19_29,think yeah,19-29,2
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,558,like <unclear /> like that's a sure fire way to make someone go <unclear /> like she doesn't want me anymore,21,19_29,like unclear like sure fire way make someone go unclear like want anymore,19-29,13
